name,kind,latitude,longitude,operator,beds,emergency,speciality
Ma Pharmacy,pharmacy,23.3590312967541,88.9147109892549,,,,
National Institute of Diseases of the Chest & Hospital,hospital,23.7758364356638,90.4092851266391,,,,
Ashim Hospital,hospital,23.1678853476434,89.2090692632923,,,,
Shahi Pharmacy(শাহী ফার্মেসি),pharmacy,23.826328852743,90.3569066975268,,,,
Rubel Pharmacy,pharmacy,24.8340892622462,89.3761214317308,,,,
Islamia Pharmacy,pharmacy,23.8190822783543,90.3650000955931,,,,
Tartila Pharma,pharmacy,23.759799675598,90.3657581549161,,,,
Satota Pharmacy,pharmacy,23.7739305585202,90.3584740296013,,,,
Dr. Md. Ajijur Rahman,doctor,23.7919112495699,90.3881080806332,,,,
"Medinova medical services, Sylhet",doctor,24.8999636451152,91.8551516894059,,,,
"DIAHORMON Center, Doctor",doctor,24.8443122504518,89.3731364683727,,,,
Mamun Medical Hall,pharmacy,24.7620038891256,90.4501476589813,,,,
Ibn Sina Consultation & Diagonastic Center,doctor,23.7391346800569,90.3759436760145,,,,
Comilla Pharmacy,pharmacy,23.7835925459464,90.4114220928532,,,,
"OPC Bhatiary,Hospital, Chattogram, Bhatiari, Chattogram",hospital,22.4228265240909,91.7549893714059,,,,
"Raozan Medical Hall, Chittagong - Rangamati Hwy, Raozan, Chattogram",pharmacy,22.5324817665301,91.8921098474308,,,,
Stota Pharmacy,pharmacy,24.5901121774328,88.274485718341,,,,
Satkhira Surgical Clinic,clinic,22.7223215636693,89.0705948584479,,,,
Julee Pharmacy,pharmacy,22.3608019493495,91.8300590373324,,,,
Maa Medicine Centre,pharmacy,23.8138734284462,90.3734469585162,,,,
Adil Pharmacy,pharmacy,23.2381030650989,89.1015308704997,,,,
Shopna Medical Hall,laboratory,23.7753175958573,90.3575823627417,,,,
Yeasin Pharmacy,pharmacy,23.7910342510409,90.3753274384932,,,,
Shapown Pharmacy স্বপন ফার্মেসি,pharmacy,24.3345770348764,89.9248142245141,,,,
"Chowdhury Drug House, Arakan Road, Badurtola, Panchlaish, Chattogram",pharmacy,22.3623312275835,91.8425039842502,,,,
Pangsha Upazila Health Complex,hospital,23.7909361827738,89.4255049230202,Government,,,
"Ma O Sishu Hospital, Hospital",hospital,24.6751270552937,89.9532213325595,,,,
"Medico Pharmacy, Saleh Ahmed Chairman Lane Road, Pathantuli Road, Matiar Pool, Najirpol, Chattogram",pharmacy,22.332986016935,91.8173134315477,,,,
Bakerganj Medical hall,pharmacy,22.6855093345786,90.3616920936867,,,,
Kustia Drug House,pharmacy,24.1271924894714,89.0708732214523,,,,
Hamdard,pharmacy,23.9367143265866,90.2723031196547,,,,
S K I Pharmacy,pharmacy,21.7623610524888,92.0758639637709,,,,
The Popular Diagonostic center and clinic,clinic,24.0774823554154,89.6165460983412,,,,general;urology
উত্তরখান জেনারেল হাসপাতাল,hospital,23.8686910752009,90.426101487519,,,,
Dhatab Owshodhalay,pharmacy,23.7506354894013,90.4085122313475,,,,
Rx Medicine,pharmacy,23.8090261738409,90.3695854995432,,,,
Barishal Homio Hall,pharmacy,23.7442702721314,90.426933223771,,,,
Islami Bank Hospital,hospital,23.818785558982,90.365134373682,,,,
Messrs Khajanchi Drug House,pharmacy,24.9130191298602,91.8515395920523,,,,
Medicine Corner,pharmacy,23.7567528537944,90.3745619192764,,,,
বারডেম জেনারেল হাসপাতাল ২,hospital,23.7317088167594,90.4061084691554,,,,
Jabed Phramacy,pharmacy,23.3591192229184,88.9146733545097,,,,
popular Diagnostic Centre,clinic,24.7168169652981,90.9462301792105,,,,
Gurupado Medical,pharmacy,23.6036797720117,89.8387019878897,,,,
"Rakib Homeo Center, F.M Sawdagar Road, New Mooring ,EPZ, Bandar, Ershad Market, Chattogram",pharmacy,22.293214892205,91.7880397185333,,,,
"Blue View Healthcare Ltd, O.R. Nizam Rd, Chattogram",doctor,22.3593273211242,91.8239209696384,,,,general
Satelite clinic of Chairman house,clinic,22.5916210387421,90.676643446536,,,,
"Super Care Hospital, Hospital",hospital,24.8259093629391,89.3782692944191,,,,
Moumita Pharmacy,pharmacy,23.7834323677767,90.4099306170025,,,,
Reza's dental care,clinic,23.8205835610317,90.3650977447651,,,,
Khan Optics and Medicine Hall,pharmacy,24.2678522241114,89.9266009948137,,,,
M/s. Hoque Brother's মাইক্রোসফট. হক ব্রাদার'স,pharmacy,24.1831113506652,89.5942895470255,,,,
Mohajon Pharmacy,pharmacy,24.6072178816103,90.0284659288052,,,,
Haq E Pharma - Care And Cure,pharmacy,23.7449681493896,90.4274065498432,,,,
Dental Mexilofecial,pharmacy,25.7636771929061,89.2331898660548,,,,
Kakoli Pharmacy,pharmacy,24.4372537561903,90.7806193628418,,,,
Dr Komla kanto Barmon,doctor,26.3373903857575,88.5555200352748,,,,
Najim Medicine,pharmacy,23.8616919345939,90.2599725857152,,,,
Khilgaon Medicine Corner,pharmacy,23.7475050162041,90.4286319840871,,,,
Sumon medicine point(সুমন মেডিসিন পয়েন্ট),pharmacy,23.8278689436321,90.3706503365224,,,,
Chawdhuri Medicine Corner(চৌধুরী মেডিসিন কর্নার),pharmacy,23.8182440880369,90.3759681511718,,,,
Tishi Medico,pharmacy,22.4524536181432,91.8317254435024,,,,
Jahanara Pharmacy,pharmacy,22.6849677798145,90.3604037951689,,,,
"Sonia Medical hall, Pharmacy",pharmacy,24.8511433339001,89.3731733487467,,,,
Sujit Pharma and Doctors,pharmacy,24.4383270588917,90.7796376743422,,,,
Jonono Pharmacy,pharmacy,23.7832143544752,90.4099707663187,,,,
Madaripur Medical Hall,pharmacy,23.7543643466661,90.4109765946995,,,,
Desh Diagnostic & Medical Centre,clinic,23.7334440383544,90.4154923450342,,,,
"Hazrat Shahjalal (Pr) Hospital, Hospital",hospital,24.7475712576892,90.4092265371359,,,,
Parshuram Upazila Health Complex,hospital,23.2107103349756,91.4447133603278,,,,
Anwara Pharmacy,pharmacy,23.7540495223829,90.4077215664211,,,,
"Homeopathy Chamber (Dr. Masud Hossain), Halishahar Rd, Chattogram",doctor,22.3294108837744,91.8056421342928,,,,
Prime Dental Care,pharmacy,23.7682419284744,90.3614960409714,,,,
Satata Pharmacy(সততা ফার্মেসী),pharmacy,23.8242998454417,90.3668103352215,,,,
B N Institute Medical,clinic,24.3699149710178,88.5813245623848,,,,
Mollika Pharmacy,pharmacy,26.3393262701145,88.5560140646479,,,,
"Mowla Pharmacy, Pharmacy",pharmacy,24.9230153875849,89.950280374193,,,,
Ayesha Memorial Hospital,hospital,23.7749899472623,90.3951923813764,,,,
"Mahbub Clinic And Diagnostic, Hospital",hospital,24.6653797400932,89.4192645961075,,,,
এশিয়ান ডেন্টাল কেয়ার,dentist,23.7400822542107,90.4282647729091,,,,
Somadhan Homio Pharmacy,pharmacy,23.7825490828203,90.4079755380873,,,,
"AB Healthcare & Medicine Shop, Kazi Nazrul Islam Rd, Chattogram",pharmacy,22.330080849295,91.836425847164,,,,
"Popular Pharmacy, Pharmacy",pharmacy,23.7487036283579,90.4187039550542,,,,
Ma Medical Hall,pharmacy,23.7674529399287,90.3628437671827,,,,
Farmacity,pharmacy,23.7110179211375,90.4243940938426,,,,
Minha Pharmacy(মিনহা ফার্মেসি),pharmacy,23.8157977457767,90.3743531260683,,,,
Azid pharmacy,pharmacy,23.7084726724198,90.4163995184147,,,,
Mediplus Diagonestics,pharmacy,26.3391537705472,88.5559776871881,,,,
Moriom Pharmacy,pharmacy,23.04123059974,89.6319367813103,,,,
ES Pharma,pharmacy,23.7620809781848,90.3586040329195,,,,
Sanjibani Pharmacy (সঞ্জীবনী ফার্মেসি),pharmacy,23.1618587592616,89.2147964500928,,,,
Maria Pharmacy,pharmacy,23.7698741364794,90.3559811677785,,,,
Bismillah Medical,pharmacy,23.7710686415006,90.3456288468069,,,,
Union Health and Family Welfare Center,clinic,22.3850754380258,89.2819980235103,,,,
"Amjad Khan Chowdhury Memorial Hospital - Outdoor and Consultation Center, Natore",hospital,24.4119017680327,88.9922870956874,,,,
Medi Aid Pharma,pharmacy,23.7619288466421,90.3571069411936,,,,
Shikder Pharmecy,pharmacy,23.7001596684904,90.4233048655252,,,,
"Central Hospital (Pr.), Hospital",hospital,24.7456541487953,90.4080425933126,,,,
Sathi Pharmacy And Physiotherapy Centre,clinic,23.7472161758207,90.4303500227806,,,,
Health Aid Physio,clinic,23.7930807765198,90.3881651613938,,,,
Halima Medicine Korner(হালিমা মেডিসিন কর্নার),pharmacy,23.8285616241103,90.368044989559,,,,
Ashulia Women and Children Hospital Ambulance,hospital,23.9367607623302,90.3002060562241,,,,
"Hijama Center Chittagong,Medical Center, Zakir Hossain Road, A.K khan Gate, Pahartali, Chattogram",clinic,22.3624029766747,91.7826028808588,,,,
Ad-din Sakina Medical College and Hospital আদ-দ্বীন সখিনা মেডিকেল কলেজ ও হাসপাতাল,hospital,23.1634790649641,89.212842628463,,,,
Islami Bank Community Hospital,hospital,25.6172392256755,88.6489994618746,,,,
Jonosheba Pharmacy,pharmacy,23.790046695209,90.3662499211753,,,,
Tahla Medicine Corner,pharmacy,23.759797077208,90.3658801954264,,,,
DAKTER BARI (Dr. Hafizur Rashid),doctor,25.0306246912784,88.7771947197622,,,,
Green Homio Hall,clinic,22.8615513456277,89.0407480747135,,,,
Pharmacy,pharmacy,23.7535046986766,90.4063120655834,,,,
United Pharma 1,pharmacy,23.7952694590764,90.414044287442,,,,
Hamdard Laboratories Waqf Bangladesh,laboratory,23.4597278772623,91.1806036984629,,,,
Surjer Hasi Clinic,hospital,22.3614314302778,91.8136015895464,,,,
Bahar Medical Centre,pharmacy,23.7474860731029,90.4297729287471,,,,
Seba Dental Clinic,clinic,23.7915966767438,90.3880868744181,,,,
Satkhira Children’s Hospital,hospital,22.7301300608466,89.0633220487023,,,,
Najiya Pharmacy,pharmacy,23.7979869559043,90.3766828760554,,,,
West Joynagar community clinic,clinic,22.5567639723857,90.6755196847775,,,,
আদর্শ ইউনানি ফার্মেসি,pharmacy,23.8131883754998,90.3765798624654,,,,
B N Clinic and Diagnostic Center,clinic,24.7448877913882,90.4084627781187,,,,
Al-Ahsan Diagnostic Hospital,hospital,23.7184023778334,90.3727431301068,,,,
National Homeo Hall,pharmacy,23.7389508649204,90.3874967884347,,,,
"Bhaluka Livestock office and Veterinary Hospital, Government office",hospital,24.4048924853228,90.3876954395399,,,,
Nima Fatima Diagonestic Center,clinic,24.3707548377158,88.5816358662687,,,,
"Civil Surgeon Office, Hospital",hospital,25.0218480842845,90.0178342390009,,,,
"Faizah Drug House,Pharmacy",pharmacy,24.1675598189741,90.4298907783057,,,,
Epok Medicine Corner,pharmacy,23.7708392288108,90.3587705813355,,,,
Madina Pharmacy,pharmacy,23.7505584597112,90.4066793605805,,,,
Tori Madokasokto Niramoy Kendro,clinic,24.870833178826,90.7341674421874,,,,
Bonik Pharmacy,pharmacy,23.8389293677837,90.2555896885457,,,,
Owshudh Bitan,pharmacy,23.7690688870415,90.3686662562222,,,,
Mamun's Oro Dental Point,dentist,23.8416833258904,90.387191184245,,,,
Holly Dental Care,hospital,23.9277421697916,90.7018418782275,Tawhidul Islam Tawhid,,,dentist
Mitali Pharmacy,pharmacy,24.4381973908496,90.7795325652763,,,,
Ma Medical Hall,pharmacy,24.2672325500097,89.9262609410019,,,,
Al Hera Hospital And Trauma Centre,hospital,24.7470101730907,90.4118285313381,,,,
Mahbub Crescent Pharmacy,pharmacy,23.7569930791394,90.3617067620172,,,,
Taj Pharmacy,pharmacy,23.7700186404901,90.3678074464231,,,,
Shopna Medical Hall,pharmacy,23.7738491702404,90.3567825615409,,,,
Green Dental Surgery,dentist,23.8545438475676,90.3863213941527,,,,
"Hearing Care Center, Hearing aid store",clinic,25.776859076751,89.2218309623311,,,,
Monoara Oro Dental Surgery,dentist,23.8165262169815,90.3669735308763,,,,
অপু ফার্মেসী,pharmacy,23.6832532859704,90.4231127523045,,,,
Sopna Pharmacy,hospital,23.7582143224318,90.3669854331788,,,,
"Radiah Pharmacy, Pharmacy",pharmacy,24.6032572647227,89.4446389639466,,,,
Delowar Pharma,laboratory,23.7750582597731,90.3530946917826,,,,
Dr Fazlul Haque Colorectal Hospital Ltd.,hospital,23.7436027373626,90.3728103529702,,,,
রিয়া জেনারেল হাসপাতাল এন্ড ডায়াগনস্টিক সেন্টার,hospital,23.9070637632054,90.0548598713464,,,,
Faridpur Al Madina Hospital,hospital,23.5891140359529,89.8331284413745,,,,
ভোলা মেডিসিন কর্নার,pharmacy,23.8106755647474,90.3743658665612,,,,
General Hospital,hospital,22.3412044729966,91.8381285469746,,,yes,
Mark dental care,dentist,23.7657691832192,90.3588439229883,,,,
Asgar Ali Hospital,hospital,23.7078376594354,90.4236154988568,01787-683333,,yes,general
"Yashoda Hospitals Information Center Chittagong, Sugandha Residential Area, Chattogram",hospital,22.3643223486824,91.8315010599544,,,,
Pranti Dental Care,laboratory,23.7657657466389,90.3608394864959,,,,
"Genome Medical College and Hospital Ltd., Hospital",hospital,24.9920814315444,90.0331632311627,,,,
ন্যাশনাল ইনস্টিটিউট অব নিউরো সায়েন্সেস ও হাসপাতাল,hospital,23.7761555347176,90.3710227444804,,,,neurology
Noyani Community Clinic,clinic,22.4368786171233,89.3414774333531,,,,
"Maaer doya Pharmacy, Korail",pharmacy,23.7857081383073,90.40603621715,,,,
Patnitola Upazila Health Complex,hospital,25.0492085440806,88.7555693257555,,,,
প্যান প্যাসিফিক হাসপাতাল,hospital,23.7380451164634,90.4222602289327,,,,
SP Pharma,pharmacy,23.7693546261207,90.3685253564299,,,,
Bancharampur Upazila Health Complex,hospital,23.7720762300811,90.8021662184158,,,,
"Health care Hospital, Hospitalt",hospital,25.7727079392043,89.2260079999587,,,,
Nasir Medicine Corner,pharmacy,23.8071500524536,90.3781005911582,,,,
"Saidpur Community Eye Hospital, Hospital",hospital,25.7796661761238,88.904883291603,,,,
Kiron Medical Corner,pharmacy,21.7622138662691,92.0758117445141,,,,
"Al Baraka Diagnostic Complex ltd, Hospital, Rahman Plaza, Shahid Faruk Sarak, Jatrabari, Dhaka",hospital,23.7098185546124,90.4331552781347,,,,
Dental Care Home,dentist,23.7603035956168,90.3571023311469,,,,
"Amin Pharmacy Shop, 14 No Colony Rd, Chattogram",pharmacy,22.2514739364103,91.824828394476,,,,
Makka Madina General Hospital,clinic,23.7711530472656,90.3666311301317,,,,
Usha Pharmacy,pharmacy,23.7447894472139,90.3651830725394,,,,
Best Medical Services,clinic,23.5538847292765,90.5322280325411,,,,
Aual Pharmacy and Animal Health Care,pharmacy,22.2283460862597,90.1326214692961,,,,
Hawlader Pharmacy,pharmacy,23.7024707268334,90.4194072805495,,,,
Abdullah Drug House,pharmacy,23.8173243418017,90.353832718357,,,,
"Doctors Diagnostic Centre, Hospital",hospital,23.9121361557299,90.2319495364732,,,,
Raji Medicine Corner,pharmacy,25.7611462772429,89.2365994566277,,,,
Dr. Hasan Alamgir,doctor,23.7919394965836,90.3880884669798,,,,
Magura Pathology Center,clinic,23.485946135113,89.4214041607116,,,,
Hasem Drug HOuse,pharmacy,22.6866583258656,90.3648952379845,,,,
"Tariq Medical Hall, Pharmacy",pharmacy,24.4589102470578,89.8751278950631,,,,
"Dr. Musa Pharmacy, Hathazari, Chittagong - Khagrachhari Rd, Chattogram",pharmacy,22.5493552919896,91.7987296625647,,,,
Sonia Nurching Home,hospital,24.2663635981077,89.9252174778758,,,,
"Karim Drug House, Pharmacy, Abdullah Khan Lane, Katalganj, Panchlaish, Chattogram",pharmacy,22.3630047973225,91.836344039789,,,,
Rahman dental care,dentist,23.7835758659591,90.4066085334987,,,,
"Platinum Hospital Limited, Panthapath, Dhaka",hospital,23.7503908216477,90.3887484580356,,,,
Somadhan Homeo Pharmacy,pharmacy,23.7825490828203,90.4079756219063,,,,
Sheba pharmacy,pharmacy,23.8187136422527,90.3716377247163,,,,
Holy Diagnostic Center,clinic,25.0402417517036,88.7599961440976,,,,general
"M/s. Jononi Pharmacy, Sheikh Mujib Sarok, Mistri Para, Dewanhat, Chattogram",pharmacy,22.3368225816556,91.8118255480829,,,,
"Ziaul Medical Hall, Pharmacy",pharmacy,25.0887178181554,90.1908622853069,,,,
"Animal Hospital, Bhandarpur, Naogaon",hospital,24.9679547938117,88.9648379553557,,,,
MSF Occupational Health Clinic,clinic,23.7377382549882,90.3682254519343,Medecins Sans Frontieres,,,
"Al-Razi Clinic, Hospital",hospital,24.7463971206926,90.4103414978961,,,,
Nagarpur Upazilla Health Complex,hospital,24.0507024262332,89.8738266884145,,,,
জনতা মেডিকেল হল,pharmacy,23.8196744598135,90.3683191616118,,,,
Astha Online Pharmacy,pharmacy,23.7857422526533,90.3993816565825,,,,
জামান ফার্মেসি,pharmacy,26.2111065370696,88.907107094334,,,,
"Sima General Haspatal, Hospital",hospital,23.8363584704423,90.2589419469009,,,,
D-Pharma,pharmacy,23.8481703322135,90.2562911700223,,,,
Sheba Medical Center,pharmacy,23.8515372588992,90.4146345410635,,,,
"Sun Hospital And Diagnostic Center, Hospital",hospital,26.1021616609244,88.8266029376659,,,,
"Mukul Dental Clinic, Hospital, Green Square Road, Dhaka",hospital,23.7425855934125,90.3844797223874,,,,
পিজি হাসপাতাল,hospital,23.7391178324316,90.3955526355748,,,,
Dhakaiya Pharma,pharmacy,23.7638227376642,90.3636335939187,,,,
Sonali Clinic,clinic,22.7394784812751,89.5137659443421,,,,
Sami Medicine Corner,pharmacy,23.8087625629861,90.3729690223973,,,,
New Sheba Pharmacy,pharmacy,23.5892711966374,89.833013357844,,,,
Pure Pharmacy পিওর ফার্মেসী,pharmacy,23.8481889400385,90.2564360931282,,,,
"Life Care pharmacy, Pharmacy",pharmacy,24.6382346952087,92.1605923481813,,,,
EPI Tika Kendra Chowkider Bari,clinic,22.7332918823618,90.6518840589327,,,,
"Akashi Medical Hall, Health consultant",pharmacy,25.024667672693,90.1699052642593,,,,
Monowara Orthopedic and General Hospital,hospital,23.7198336716193,90.4288919907236,,,,
Rangpur Artho Sergical,pharmacy,25.7612354606926,89.2392575257621,,,,
Ma Medicine Corner,pharmacy,23.7950264677034,90.3520934734485,,,,
Afra Pharmacy,pharmacy,23.7586627542516,90.3557781580836,,,,
Khantakata Health and Family Welfare Center,clinic,22.3304903890841,89.8349099310751,,,,
আরিফ ফার্মেসি,pharmacy,24.9290927702999,90.2526729538794,,,,
Nadia Medical Center,pharmacy,23.7708383906204,90.3588213756688,,,,
"Nipun Pharmacy, Pharmacy",pharmacy,25.8033918236087,88.8871861603376,,,,
Rubel Pharmacy,pharmacy,25.3948126844735,88.9893905614077,,,,
I D Pharma,pharmacy,23.7630002215058,90.3626198865489,,,,
Fahad Drug Store,pharmacy,23.7456986322512,90.4279668800703,,,,
Khoksha Upazila Health Complex,hospital,23.8105834476315,89.288610926019,,,,
Fahim Hospital And Diagnostic Centre,hospital,24.4057529715026,90.3863110844118,,,,
Tetuljhora Health & Family Welfare Center তেতুলঝোড়া স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,hospital,23.7942631277814,90.2711934394935,,,,
Bishwash Dental Care,dentist,23.7993257972982,90.3548313383011,,,,
Bhola Pharmacy,pharmacy,23.7719346597365,90.3460231315321,,,,
"Shibalaya Upazila Health Complex, Government hospital",hospital,23.8461377206939,89.8214632629089,,,,
ইবনে সিনা হাসপাতাল,hospital,23.7515945467624,90.3689189706029,,,yes,
Nova Diagonostic Center,clinic,24.8713031521369,90.730479237153,Private,,,
"Bhi Bhi Pharmacy, Pharmacy",pharmacy,24.4642482620938,89.8727825547362,,,,
Pharma Zone,pharmacy,23.7592574502817,90.364152098449,,,,
Fatema Medical(ফাতেমা মেডিক্যাল),pharmacy,23.8279468953316,90.3629247363673,,,,
Mohammadpur Swasthoseba Kendra,hospital,23.7632520976962,90.3615786865367,,,,
Haque Pharma,pharmacy,23.8068197216495,90.3602495681505,,,,
Omi Pharmacy,pharmacy,23.8112187958921,90.3709017936176,,,,
Rangpur Medial College Hospital,hospital,25.7670136932834,89.2315590829734,,,,
Ad-Din Women's Medical college & Hospital,hospital,23.748503133234,90.4050677720574,,,,
Kazi Medicine Corner (ইকরা স্কুল),pharmacy,23.7727808966809,90.3486848887039,,,,
"Peoples Pharmacy, Shah Plaza Bandartila, Chattogram",pharmacy,22.2862253907867,91.7841756611703,,,,
Dr.Prodip debnath,doctor,22.8065994207841,89.5685642289006,,,,
NR Health Care,clinic,23.7920881915459,90.388110176109,,,,
Faridpur Medical College Hospital,hospital,23.589352165822,89.8359139992562,,,,
"Birulia sub health centre, Hospital",hospital,23.8579718783275,90.3202569935387,,,,
Serum Lab And Hospital Pvt. Ltd.,hospital,24.7468088397765,90.4094483222939,,,,
Datter Metho Community Clinic,clinic,22.4688247323265,89.659190539479,,,,
Faridganj Upazila Health Complex,hospital,23.133374453888,90.7418618616626,,,,
Khonjon mara Community Clinic,clinic,25.5897153187675,89.8166334426623,,,,
Medic Home,pharmacy,23.769696272494,90.3590354494758,,,,
Community Clinic Puran Varanga,clinic,25.0951744819889,91.2512075701976,,,,
Al Safi Pathology,clinic,24.4419409164449,90.7767141503343,,,,
Surjer Hasi Clinic,laboratory,23.7718134574166,90.358132467047,,,,
Roy Pharmacy,pharmacy,23.0413146702288,89.6303515957822,,,,
Mymensingh medical collage hospital,hospital,24.7429321257397,90.4091899920381,,,,
Manikgong Pharmacy,pharmacy,23.7434522822006,90.3667780648943,,,,
"Bellal Pharmacy, Pharmacy",pharmacy,24.3647446778643,89.887414340192,,,,
"Jabbar Pharmacy, Unnamed Road, Naodoba",pharmacy,23.4049820634177,90.2738417856202,,,,
Shefa Pharmacy,pharmacy,25.7610580996215,89.2367214971379,,,,
"M/S Islamiya Pharmacy, Sholtan Colony, Agrabad, Near Bonolata Lane, Chattogram",pharmacy,22.334132326013,91.8136015895464,,,,
শারিকা আই কেয়ার,pharmacy,23.4693217198157,91.1377631207908,abu sayed,,,
Janani Pharmacy,pharmacy,22.6199127279807,91.6573170653817,,,,
Nobi Pharmacy,pharmacy,22.6188629784273,91.658229016447,,,,
Shibalaya Upazila Health Complex,hospital,23.8465190972883,89.8215541227393,,,,
"Satata Pharmacy, Zakir Hossain Road, Adjacent to Al Amin Hospital, Akbarshah, North Pahartali, Chattogram",pharmacy,22.3627904720584,91.7839578993259,,,,
Adrita Pharma,pharmacy,23.7613928239342,90.3620120309308,,,,
"Green Pharmacy, Pharmacy",pharmacy,25.1345015334888,89.3879109976396,,,,
U Pharma,pharmacy,23.7873100876419,90.4256967254148,,,,
Pharmaland Pharmacy,pharmacy,23.8081330820578,90.3756608706015,,,,
Medicare General Hospit,hospital,23.4650339572473,91.1754016378963,,,,
বার্ডেম হাসপাতাল,hospital,23.7160001243839,90.4163755461717,,,,
Sijana Pharmacy,pharmacy,23.83915735555,90.2569218244171,,,,
Good Life Pharmacy,pharmacy,23.7844186663231,90.4256654609159,,,,
Eram Pharmacy,pharmacy,23.7783233463354,90.3694504670831,,,,
"Rajdhani Hospital Mymensingh, Hospital",hospital,24.7448621427644,90.4125190325215,,,,
Alfa Medicine Corner,pharmacy,23.7716157283208,90.3636908423175,,,,
Princess Gallery,doctor,23.8100710618905,90.3680235318869,,,,
Athoi Medical Hall,pharmacy,23.7754379599869,90.3572779320184,,,,
"Joy clinic And Hospital, Hospital",hospital,24.2442572504969,89.9130092359036,,,,
Mamudnagar Community clinic,clinic,24.4141305999055,91.1404832998277,,,,
Wisdom Dental Care,dentist,23.8147726390186,90.3720714882054,,,,
Neela Pharmacy,pharmacy,24.3654611629476,88.6737380623579,,,,
Dewangonj Upazilla Health Complex,hospital,25.1620876341183,89.7589437367851,,,yes,
Novodent Dental care,dentist,23.7691951185033,90.3564041186125,,,,
Medicare Poly Clinic & Diagnostic Center,clinic,24.4819198285545,91.7653279460563,,,,
Maksuda  Pharmacy,pharmacy,24.2541158773716,89.9155820610827,,,,
"Life Care Hospital, Ranihati Bazar, Shibganj, Nawabganj - Shibganj Rd, Moharajpur",hospital,24.6299054303871,88.1967121342698,,,,
Ekota Hospital,clinic,23.1678177895038,89.2094688286167,,,,
New hospital,hospital,23.4500890238889,91.1870836639873,,,,
Shifa Pharmacy,pharmacy,23.8138181917042,88.6261334623791,Md. Shafiul Islam,,,
"Tin Bhai Medicine Corner, Pharmacy",pharmacy,24.6693029736926,90.4032189756743,,,,
"Jasmine Pharmacy, Pharmacy",pharmacy,25.7834737394594,88.9301299192377,,,,
"Matrikalyan Hospital, Hospital",hospital,24.9270484241159,89.9467535207947,,,,
Moiz Pharmacy,pharmacy,22.8043321997947,89.562926393188,Private,,,
Seba Drugs,pharmacy,22.4195097211861,91.8679139751779,,,,
"Appolo Diagnostic Center , OS",hospital,22.4412772722707,91.9086185924643,,,,
Sudha Pharmacy,pharmacy,23.7227150346542,90.4332885503952,,,,
Mukul Pharmacy,pharmacy,23.5925289909438,90.5202600997329,,,,
Homeo Research And treatment Center (হোমিও রিসার্চ এন্ড ট্রিটমেন্ট সেন্টার),doctor,23.7725420962595,90.3476606201361,,,,
Khidmah Eye Hospital,hospital,23.749081652191,90.4209317810987,,,,
Moon Diagonestics,clinic,24.3719029908125,88.5821428875917,,,,
S R Pharmacy(এস আর ফার্মেসী),pharmacy,23.8280416946565,90.3707908172196,,,,
Popular Pharmacy,pharmacy,21.762195258444,92.0757142629802,,,,
Green Homio Hall,pharmacy,23.7974754921727,90.3516981828948,,,,
পদ্মা ক্লিনিক এন্ড পদ্মা ডায়াগনস্টিক সেন্টার,clinic,25.0400988402545,88.7599455174024,,,,general;clinic
Shapla Clinic,hospital,24.2718149364747,89.9223290740422,,,,
"Charu homeopathic, M. A Aziz Rd, Chattogram",hospital,22.2855797327852,91.7849075689554,,,,
Hamdard Neptune Modern Herbal,pharmacy,23.7442730381594,90.426891146617,,,,
Dr. Priyanka Aziz Chamber(ডাঃ প্রিয়াংকা আজিজ চেম্বার),hospital,23.8155045468037,90.3740053609056,,,,
Shuvo Pharmacy(শুভ ফার্মেসি),pharmacy,23.8262887872458,90.3610910274101,,,,
Prime Hospital,hospital,22.8718281456517,91.0917099272704,,,,
Ikbal Medical Store,pharmacy,21.762224259829,92.0758706692934,,,,
Nur Pharmacy,pharmacy,25.6268937532078,88.6345973405657,,,,
Hasan Pharmacy,pharmacy,23.8480975772939,90.260532077752,,,,
Dr. Md Abdus Shahid Khan,doctor,23.7921245690057,90.3881138641464,,,,
labaid diagnostic center,hospital,22.3588272567808,91.825142464388,,,no,
Dento Safe Dental Care,pharmacy,23.7684490453018,90.359326469154,,,,
Sikder Medico,pharmacy,22.3603560321007,91.8331369559968,,,,
Community clinic,clinic,22.1994896243852,90.0568440354656,,,,
Bismillah Medicine Corner,pharmacy,23.8245212953236,90.3637326680143,,,,
Jibon Pharmacy,pharmacy,23.3589636547955,88.9147409964683,,,,
Chilmari Upazila Health Complex,hospital,25.5812942721062,89.6602717211694,,,,
M/S. Nepal Drugs & Stationary,pharmacy,23.7750211279421,90.3971056345948,,,,
Dr. Anjana Chakrabarty,doctor,23.7915364946791,90.3881008721964,,,,
Yana Pharma,pharmacy,23.7614012896564,90.3566997483375,,,,
Al Markajul Islami Hospital,hospital,23.7708737622518,90.366682092103,,,,
Taluker Char Duyani Community Clinic,clinic,22.1225978165278,89.9363779819514,,,,
Phgeo Therapist Centre,laboratory,23.7710040170272,90.3536471430207,,,,
Woodland Diagnostic Center,clinic,22.3596286505433,91.8351041886716,,,,
"Department of Pharmacy, USTC Academic Building, Chattogram",pharmacy,22.3615007486171,91.8009500287153,,,,
Messrs Ridwan Pharmacy,pharmacy,24.9102706199906,91.844367951878,,,,
Shantaa Best Pharmacy,pharmacy,22.357073762637,91.8361892260374,,,,
